date,product,category,region,sales_amount,units_sold,customer_id,payment_method
2024-01-29,Headphones,Electronics,West,159.99,1,C1122,Credit Card
2024-01-29,Desk Organizer,Office Supplies,North,284.9,10,C2339,PayPal
2024-01-29,Desk Organizer,Office Supplies,North,29.99,1,C1827,PayPal
2024-01-29,Mouse,Accessories,West,24.99,1,C2473,PayPal
2024-01-29,Mouse,Accessories,South,22.49,1,C1783,Debit Card
2024-01-29,Desk Organizer,Office Supplies,South,107.96,4,C1381,Credit Card
2024-01-29,Power Bank,Accessories,West,39.99,1,C2011,Credit Card
2024-01-29,Tablet,Electronics,East,999.98,2,C1813,Credit Card
2024-01-29,Laptop,Electronics,South,12349.9,10,C1496,Credit Card
2024-01-29,Mousepad,Accessories,North,99.95,5,C2023,Debit Card
2024-01-29,Monitor,Electronics,South,1259.96,4,C2319,Debit Card
2024-01-29,Mousepad,Accessories,South,18.99,1,C2413,PayPal
2024-01-29,Monitor,Electronics,East,699.98,2,C1937,Debit Card
2024-01-29,Mousepad,Accessories,East,19.99,1,C1387,PayPal
2024-01-29,Laptop,Electronics,West,1299.99,1,C1042,Credit Card
2024-01-29,Tablet,Electronics,North,499.99,1,C1552,PayPal
2024-01-29,Mousepad,Accessories,North,19.99,1,C2113,Credit Card
2024-01-29,Ergonomic Chair,Office Supplies,West,1999.92,8,C1662,Debit Card
2024-01-29,Notebook,Office Supplies,West,9.99,1,C2052,Credit Card
2024-01-30,Monitor,Electronics,North,3324.9,10,C1216,Cash
2024-01-30,Mousepad,Accessories,East,159.92,8,C2389,Credit Card
2024-01-30,Webcam,Electronics,West,80.99,1,C2131,Debit Card
2024-01-30,Power Bank,Accessories,North,39.99,1,C2182,Credit Card
2024-01-30,Power Bank,Accessories,North,75.98,2,C1582,Cash
2024-01-30,Mouse,Accessories,South,49.98,2,C1019,Debit Card
2024-01-30,USB Cable,Accessories,North,23.38,2,C1818,Cash
2024-01-30,Desk Organizer,Office Supplies,North,59.98,2,C1170,PayPal
2024-01-30,Keyboard,Accessories,South,79.99,1,C2186,Debit Card
2024-01-30,Webcam,Electronics,East,404.95,5,C1847,Debit Card
2024-01-30,Keyboard,Accessories,West,71.99,1,C1815,Debit Card
2024-01-30,Mousepad,Accessories,North,35.98,2,C2424,Debit Card
2024-01-30,Mousepad,Accessories,East,19.99,1,C1102,Cash
2024-01-30,Mousepad,Accessories,North,53.97,3,C1425,Cash
2024-01-30,Desk Organizer,Office Supplies,North,53.98,2,C1177,PayPal
2024-01-30,Ergonomic Chair,Office Supplies,West,249.99,1,C1332,Debit Card
2024-01-30,Mousepad,Accessories,East,56.97,3,C1327,Credit Card
2024-01-30,Tablet,Electronics,South,1499.97,3,C1355,Cash
2024-01-30,Monitor,Electronics,East,332.49,1,C2394,Debit Card
2024-01-30,Mousepad,Accessories,West,39.98,2,C2266,Debit Card
2024-01-30,USB Cable,Accessories,West,25.98,2,C2275,Credit Card
2024-01-30,LED Desk Lamp,Office Supplies,West,43.69,1,C1837,Cash
2024-01-30,Tablet,Electronics,North,499.99,1,C1142,PayPal
2024-01-30,LED Desk Lamp,Office Supplies,West,45.99,1,C1706,Debit Card
2024-01-30,Smartphone,Electronics,North,1599.98,2,C2219,PayPal
2024-01-31,Mousepad,Accessories,East,59.97,3,C1616,Credit Card
2024-01-31,Ergonomic Chair,Office Supplies,North,249.99,1,C2257,Cash
2024-01-31,Tablet,Electronics,North,499.99,1,C2058,Cash
2024-01-31,Laptop,Electronics,South,5199.96,4,C1679,Credit Card
2024-01-31,Desk Organizer,Office Supplies,West,29.99,1,C1285,Credit Card
2024-01-31,Keyboard,Accessories,South,75.99,1,C1497,Cash
2024-01-31,Desk Organizer,Office Supplies,East,89.97,3,C1265,PayPal
2024-01-31,Mouse,Accessories,East,47.48,2,C1154,Credit Card
2024-01-31,Tablet,Electronics,West,449.99,1,C1762,PayPal
2024-01-31,Tablet,Electronics,North,449.99,1,C1884,Cash
2024-01-31,LED Desk Lamp,Office Supplies,North,367.92,8,C1415,PayPal
2024-01-31,Notebook,Office Supplies,North,19.98,2,C1999,PayPal
2024-01-31,Tablet,Electronics,South,999.98,2,C1050,Cash
2024-01-31,Webcam,Electronics,West,85.49,1,C1770,PayPal
2024-01-31,Power Bank,Accessories,West,79.98,2,C1452,Credit Card
2024-01-31,Ergonomic Chair,Office Supplies,North,499.98,2,C1177,PayPal
2024-01-31,Power Bank,Accessories,West,39.99,1,C1894,PayPal
2024-01-31,Headphones,Electronics,North,319.98,2,C2071,Credit Card
2024-01-31,Headphones,Electronics,West,607.96,4,C2182,Credit Card
2024-01-31,Headphones,Electronics,West,151.99,1,C1489,PayPal
2024-01-31,LED Desk Lamp,Office Supplies,East,41.39,1,C1589,PayPal
2024-01-31,Tablet,Electronics,North,1499.97,3,C1044,PayPal
2024-01-31,Keyboard,Accessories,South,319.96,4,C1092,Debit Card
2024-01-31,LED Desk Lamp,Office Supplies,North,137.97,3,C1191,PayPal
2024-01-31,Ergonomic Chair,Office Supplies,West,224.99,1,C1033,Credit Card
2024-01-31,Mouse,Accessories,East,24.99,1,C2342,PayPal
2024-01-31,USB Cable,Accessories,South,12.99,1,C1824,Credit Card
2024-01-31,USB Cable,Accessories,South,12.99,1,C1411,Cash
2024-01-31,Ergonomic Chair,Office Supplies,East,474.98,2,C1663,Debit Card
2024-02-01,Mousepad,Accessories,South,19.99,1,C1303,Debit Card
2024-02-01,Power Bank,Accessories,West,37.99,1,C1047,Cash
2024-02-01,Desk Organizer,Office Supplies,South,59.98,2,C2077,Cash
2024-02-01,Ergonomic Chair,Office Supplies,North,249.99,1,C2490,Debit Card
2024-02-01,Smartphone,Electronics,North,1599.98,2,C1296,Cash
2024-02-01,Desk Organizer,Office Supplies,East,29.99,1,C1415,Debit Card
2024-02-01,Headphones,Electronics,West,639.96,4,C2425,Credit Card
2024-02-01,Mousepad,Accessories,South,19.99,1,C1874,Cash
2024-02-01,Smartphone,Electronics,East,1439.98,2,C2084,Debit Card
2024-02-01,Ergonomic Chair,Office Supplies,West,899.96,4,C2137,Debit Card
2024-02-01,LED Desk Lamp,Office Supplies,North,45.99,1,C2336,Cash
2024-02-01,Ergonomic Chair,Office Supplies,East,499.98,2,C1802,Cash
2024-02-01,Desk Organizer,Office Supplies,South,119.96,4,C1653,Credit Card
2024-02-01,Keyboard,Accessories,North,639.92,8,C1884,Cash
2024-02-01,Notebook,Office Supplies,West,9.99,1,C1023,Debit Card
2024-02-01,LED Desk Lamp,Office Supplies,South,41.39,1,C1111,Debit Card
2024-02-01,Keyboard,Accessories,South,159.98,2,C1641,Debit Card
2024-02-01,LED Desk Lamp,Office Supplies,South,91.98,2,C2279,Credit Card
2024-02-01,Keyboard,Accessories,West,71.99,1,C1757,Cash
2024-02-01,Headphones,Electronics,South,319.98,2,C1674,Debit Card
2024-02-01,Laptop,Electronics,North,1169.99,1,C2408,PayPal
2024-02-01,Desk Organizer,Office Supplies,North,80.97,3,C1981,Debit Card
2024-02-01,USB Cable,Accessories,North,12.34,1,C1045,Credit Card
2024-02-01,Tablet,Electronics,South,499.99,1,C2395,Credit Card
2024-02-01,Smartphone,Electronics,East,2399.97,3,C1003,Cash
2024-02-01,Monitor,Electronics,South,699.98,2,C1978,Cash
2024-02-01,USB Cable,Accessories,West,51.96,4,C1051,Cash
2024-02-01,Keyboard,Accessories,East,79.99,1,C2377,Debit Card
2024-02-01,Ergonomic Chair,Office Supplies,South,249.99,1,C2230,PayPal
2024-02-02,Keyboard,Accessories,North,319.96,4,C2334,Credit Card
2024-02-02,USB Cable,Accessories,North,23.38,2,C1919,Debit Card
2024-02-02,Monitor,Electronics,West,314.99,1,C1677,PayPal
2024-02-02,Headphones,Electronics,North,319.98,2,C1140,Cash
2024-02-02,Mouse,Accessories,South,74.97,3,C1618,Cash
2024-02-02,Smartphone,Electronics,West,2399.97,3,C2300,Cash
2024-02-02,Tablet,Electronics,South,499.99,1,C2283,Debit Card
2024-02-02,Mousepad,Accessories,West,19.99,1,C1008,Cash
2024-02-02,Notebook,Office Supplies,South,26.97,3,C1355,Credit Card
2024-02-02,Webcam,Electronics,West,170.98,2,C1777,Credit Card
2024-02-02,Mouse,Accessories,West,74.97,3,C1915,Debit Card
2024-02-02,Tablet,Electronics,East,899.98,2,C1454,Debit Card
2024-02-02,Desk Organizer,Office Supplies,South,29.99,1,C2317,Cash
2024-02-02,Notebook,Office Supplies,South,44.96,5,C1371,PayPal
2024-02-02,Power Bank,Accessories,East,71.98,2,C1926,PayPal
2024-02-02,LED Desk Lamp,Office Supplies,South,218.45,5,C2014,Debit Card
2024-02-02,Headphones,Electronics,North,319.98,2,C1496,PayPal
2024-02-02,Smartphone,Electronics,North,1519.98,2,C1705,PayPal
2024-02-02,Tablet,Electronics,East,999.98,2,C1411,Debit Card
2024-02-02,Notebook,Office Supplies,West,9.99,1,C1532,Cash
2024-02-02,Laptop,Electronics,North,2469.98,2,C2325,PayPal
2024-02-02,Mouse,Accessories,West,74.97,3,C1935,Credit Card
2024-02-02,Notebook,Office Supplies,South,8.99,1,C2453,Debit Card
2024-02-02,Mousepad,Accessories,South,19.99,1,C2190,Cash
2024-02-02,Webcam,Electronics,South,269.97,3,C1051,PayPal
2024-02-02,USB Cable,Accessories,West,12.99,1,C1747,Cash
2024-02-02,USB Cable,Accessories,West,51.96,4,C1630,PayPal
2024-02-02,Power Bank,Accessories,West,79.98,2,C1728,Credit Card
2024-02-03,Keyboard,Accessories,East,75.99,1,C1246,Cash
2024-02-03,USB Cable,Accessories,West,11.69,1,C2274,Cash
2024-02-03,Mouse,Accessories,West,44.98,2,C1552,Credit Card
2024-02-03,Desk Organizer,Office Supplies,South,119.96,4,C2158,PayPal
2024-02-03,Tablet,Electronics,East,499.99,1,C1811,Cash
2024-02-03,Laptop,Electronics,West,1169.99,1,C2270,Cash
2024-02-03,Laptop,Electronics,West,2339.98,2,C1712,Cash
2024-02-03,LED Desk Lamp,Office Supplies,East,45.99,1,C1188,PayPal
2024-02-03,Notebook,Office Supplies,East,9.99,1,C1495,Credit Card
2024-02-03,Ergonomic Chair,Office Supplies,South,1999.92,8,C2256,Credit Card
2024-02-03,Headphones,Electronics,South,319.98,2,C2313,Credit Card
2024-02-03,Notebook,Office Supplies,North,9.99,1,C2061,Debit Card
2024-02-03,Power Bank,Accessories,West,79.98,2,C2178,Credit Card
2024-02-03,Desk Organizer,Office Supplies,North,29.99,1,C1467,Debit Card
2024-02-03,Keyboard,Accessories,East,79.99,1,C2292,Cash
2024-02-03,Desk Organizer,Office Supplies,East,59.98,2,C2120,Credit Card
2024-02-03,Notebook,Office Supplies,West,9.99,1,C1648,Cash
2024-02-03,Ergonomic Chair,Office Supplies,South,249.99,1,C2084,Debit Card
2024-02-03,Headphones,Electronics,South,639.96,4,C1234,Credit Card
2024-02-03,Tablet,Electronics,South,899.98,2,C1354,Cash
2024-02-03,LED Desk Lamp,Office Supplies,North,91.98,2,C2089,Credit Card
2024-02-03,LED Desk Lamp,Office Supplies,North,45.99,1,C1849,PayPal
2024-02-03,LED Desk Lamp,Office Supplies,East,45.99,1,C1565,Cash
2024-02-03,Ergonomic Chair,Office Supplies,West,499.98,2,C1830,Debit Card
2024-02-04,Mousepad,Accessories,South,19.99,1,C1095,Credit Card
2024-02-04,Smartphone,Electronics,West,719.99,1,C1625,Debit Card
2024-02-04,Mouse,Accessories,South,24.99,1,C2113,Debit Card
2024-02-04,LED Desk Lamp,Office Supplies,West,459.9,10,C1233,Credit Card
2024-02-04,Ergonomic Chair,Office Supplies,West,999.96,4,C1730,PayPal
2024-02-04,USB Cable,Accessories,West,11.69,1,C1730,PayPal
2024-02-04,Monitor,Electronics,South,314.99,1,C1272,Debit Card
2024-02-04,Laptop,Electronics,East,5199.96,4,C1973,Cash
2024-02-04,Ergonomic Chair,Office Supplies,North,249.99,1,C1113,PayPal
2024-02-04,Desk Organizer,Office Supplies,South,119.96,4,C1072,Debit Card
2024-02-04,Laptop,Electronics,East,1299.99,1,C1263,PayPal
2024-02-04,Power Bank,Accessories,South,37.99,1,C1969,Cash
2024-02-04,USB Cable,Accessories,East,64.95,5,C1161,PayPal
2024-02-04,Notebook,Office Supplies,North,49.95,5,C1756,Debit Card
2024-02-04,Notebook,Office Supplies,West,29.97,3,C1022,Cash
2024-02-04,Ergonomic Chair,Office Supplies,West,249.99,1,C1363,Credit Card
2024-02-04,Mouse,Accessories,East,74.97,3,C1856,Cash
2024-02-04,Tablet,Electronics,East,499.99,1,C2395,Cash
2024-02-04,Tablet,Electronics,South,474.99,1,C1693,Debit Card
2024-02-04,Mousepad,Accessories,North,39.98,2,C2481,Credit Card
2024-02-04,LED Desk Lamp,Office Supplies,South,137.97,3,C1674,PayPal
2024-02-04,Monitor,Electronics,East,1399.96,4,C1705,Credit Card
2024-02-04,Power Bank,Accessories,East,119.97,3,C1116,Debit Card
2024-02-04,USB Cable,Accessories,North,12.99,1,C1250,PayPal
2024-02-04,Mouse,Accessories,West,23.74,1,C2032,Credit Card
2024-02-04,Monitor,Electronics,North,699.98,2,C1899,PayPal
2024-02-04,Tablet,Electronics,North,999.98,2,C2458,PayPal
2024-02-04,LED Desk Lamp,Office Supplies,South,45.99,1,C1722,Cash
2024-02-04,Smartphone,Electronics,North,3999.95,5,C2194,Cash
2024-02-04,Keyboard,Accessories,South,143.98,2,C1028,Debit Card
2024-02-04,Desk Organizer,Office Supplies,East,26.99,1,C1364,Cash
2024-02-04,Webcam,Electronics,North,161.98,2,C1744,Debit Card
2024-02-04,Keyboard,Accessories,East,79.99,1,C1396,Cash
2024-02-04,Laptop,Electronics,South,6499.95,5,C2081,Credit Card
2024-02-04,Tablet,Electronics,West,1499.97,3,C1034,Credit Card
2024-02-04,Power Bank,Accessories,East,39.99,1,C2013,PayPal
2024-02-05,LED Desk Lamp,Office Supplies,East,91.98,2,C1807,Cash
2024-02-05,Mouse,Accessories,South,24.99,1,C1082,Credit Card
2024-02-05,USB Cable,Accessories,West,49.36,4,C2013,Cash
2024-02-05,Laptop,Electronics,East,1299.99,1,C1264,Credit Card
2024-02-05,Ergonomic Chair,Office Supplies,South,249.99,1,C2195,Credit Card
2024-02-05,Laptop,Electronics,East,1299.99,1,C1960,Cash
2024-02-05,LED Desk Lamp,Office Supplies,East,45.99,1,C1101,Credit Card
2024-02-05,Laptop,Electronics,West,1299.99,1,C1206,PayPal
2024-02-05,Monitor,Electronics,North,349.99,1,C2079,Cash
2024-02-05,Webcam,Electronics,North,89.99,1,C1279,PayPal
2024-02-05,Notebook,Office Supplies,North,49.95,5,C2298,Credit Card
2024-02-05,Desk Organizer,Office Supplies,West,28.49,1,C1684,PayPal
2024-02-05,Desk Organizer,Office Supplies,South,239.92,8,C2121,PayPal
2024-02-05,Ergonomic Chair,Office Supplies,North,749.97,3,C1217,Cash
2024-02-05,Keyboard,Accessories,South,71.99,1,C2261,PayPal
2024-02-05,Power Bank,Accessories,East,199.95,5,C1548,Credit Card
2024-02-05,Power Bank,Accessories,East,37.99,1,C1444,Credit Card
2024-02-05,Laptop,Electronics,East,2599.98,2,C1901,Cash
2024-02-05,Headphones,Electronics,East,431.97,3,C1493,Debit Card
2024-02-05,Mouse,Accessories,South,24.99,1,C2091,Debit Card
2024-02-05,Laptop,Electronics,South,6174.95,5,C1188,PayPal
2024-02-05,Smartphone,Electronics,South,2399.97,3,C2364,Debit Card
2024-02-05,Desk Organizer,Office Supplies,West,29.99,1,C2110,Debit Card
2024-02-05,LED Desk Lamp,Office Supplies,North,91.98,2,C2037,Debit Card
2024-02-05,Laptop,Electronics,South,1169.99,1,C1382,Credit Card
2024-02-05,Desk Organizer,Office Supplies,South,29.99,1,C2490,PayPal
2024-02-05,Notebook,Office Supplies,South,9.99,1,C1636,Credit Card
2024-02-05,Monitor,Electronics,West,332.49,1,C1708,Credit Card
2024-02-05,LED Desk Lamp,Office Supplies,South,174.76,4,C1984,Credit Card
2024-02-05,Webcam,Electronics,South,80.99,1,C2126,Debit Card
2024-02-06,Mouse,Accessories,West,47.48,2,C1798,Credit Card
2024-02-06,USB Cable,Accessories,North,25.98,2,C1590,Credit Card
2024-02-06,Keyboard,Accessories,North,79.99,1,C1863,Debit Card
2024-02-06,Tablet,Electronics,North,1999.96,4,C2170,PayPal
2024-02-06,Mouse,Accessories,West,44.98,2,C1466,Cash
2024-02-06,Monitor,Electronics,East,349.99,1,C2338,Debit Card
2024-02-06,Smartphone,Electronics,East,1519.98,2,C1661,Debit Card
2024-02-06,Mouse,Accessories,South,71.22,3,C1303,Debit Card
2024-02-06,Notebook,Office Supplies,South,19.98,2,C2348,Cash
2024-02-06,USB Cable,Accessories,East,12.99,1,C1354,Credit Card
2024-02-06,Mouse,Accessories,South,44.98,2,C1521,Debit Card
2024-02-06,Monitor,Electronics,North,332.49,1,C1051,PayPal
2024-02-06,Smartphone,Electronics,South,719.99,1,C1966,Credit Card
2024-02-06,Power Bank,Accessories,East,39.99,1,C1062,PayPal
2024-02-06,LED Desk Lamp,Office Supplies,North,41.39,1,C1307,Debit Card
2024-02-06,Headphones,Electronics,South,143.99,1,C2418,PayPal
2024-02-06,Ergonomic Chair,Office Supplies,South,749.97,3,C1459,Debit Card
2024-02-06,Laptop,Electronics,North,5199.96,4,C1335,Cash
2024-02-06,Desk Organizer,Office Supplies,East,89.97,3,C1785,Credit Card
2024-02-06,Keyboard,Accessories,North,239.97,3,C1214,PayPal
2024-02-06,Ergonomic Chair,Office Supplies,East,1124.96,5,C1782,Debit Card
2024-02-06,USB Cable,Accessories,West,11.69,1,C2442,Debit Card
2024-02-06,Tablet,Electronics,North,4999.9,10,C2311,Debit Card
2024-02-06,LED Desk Lamp,Office Supplies,North,43.69,1,C1492,Cash
2024-02-06,Laptop,Electronics,North,3899.97,3,C2410,PayPal
2024-02-06,Mousepad,Accessories,South,79.96,4,C1255,Debit Card
2024-02-06,LED Desk Lamp,Office Supplies,West,45.99,1,C1415,Credit Card
2024-02-07,Headphones,Electronics,North,159.99,1,C1096,Debit Card
2024-02-07,USB Cable,Accessories,East,25.98,2,C1892,Cash
2024-02-07,Mouse,Accessories,North,24.99,1,C1330,Credit Card
2024-02-07,Notebook,Office Supplies,North,9.99,1,C2306,PayPal
2024-02-07,Desk Organizer,Office Supplies,West,29.99,1,C2159,PayPal
2024-02-07,Monitor,Electronics,West,664.98,2,C2391,Credit Card
2024-02-07,Headphones,Electronics,East,159.99,1,C1158,Credit Card
2024-02-07,Ergonomic Chair,Office Supplies,South,499.98,2,C1996,Cash
2024-02-07,Desk Organizer,Office Supplies,West,29.99,1,C1032,Credit Card
2024-02-07,Desk Organizer,Office Supplies,North,80.97,3,C2272,Cash
2024-02-07,LED Desk Lamp,Office Supplies,West,41.39,1,C2425,PayPal
2024-02-07,Notebook,Office Supplies,North,28.47,3,C2050,Debit Card
2024-02-07,Keyboard,Accessories,East,319.96,4,C1960,PayPal
2024-02-07,Notebook,Office Supplies,East,19.98,2,C1017,Credit Card
2024-02-07,LED Desk Lamp,Office Supplies,West,82.78,2,C1770,PayPal
2024-02-07,Notebook,Office Supplies,West,17.98,2,C1238,Cash
2024-02-07,Webcam,Electronics,East,179.98,2,C2385,Cash
2024-02-07,LED Desk Lamp,Office Supplies,North,45.99,1,C2239,PayPal
2024-02-07,Power Bank,Accessories,North,39.99,1,C1280,PayPal
2024-02-07,Smartphone,Electronics,East,799.99,1,C1044,Cash
2024-02-07,Tablet,Electronics,South,1499.97,3,C2271,Cash
2024-02-07,Mousepad,Accessories,East,37.98,2,C1786,Credit Card
2024-02-07,Tablet,Electronics,South,499.99,1,C1621,Credit Card
2024-02-07,Ergonomic Chair,Office Supplies,East,499.98,2,C1351,PayPal
2024-02-07,Monitor,Electronics,South,699.98,2,C1138,Credit Card
2024-02-07,Notebook,Office Supplies,South,19.98,2,C2348,Cash
2024-02-07,Mouse,Accessories,North,99.96,4,C2093,Credit Card
2024-02-07,Headphones,Electronics,West,607.96,4,C1164,PayPal
2024-02-07,Power Bank,Accessories,South,159.96,4,C1613,PayPal
2024-02-07,Keyboard,Accessories,West,71.99,1,C2121,Credit Card
2024-02-07,LED Desk Lamp,Office Supplies,East,43.69,1,C2333,Debit Card
2024-02-07,Headphones,Electronics,West,319.98,2,C2115,Debit Card
2024-02-07,Desk Organizer,Office Supplies,West,59.98,2,C1829,Credit Card
2024-02-07,Desk Organizer,Office Supplies,East,59.98,2,C2217,Credit Card
2024-02-08,Notebook,Office Supplies,East,26.97,3,C2219,Credit Card
2024-02-08,Ergonomic Chair,Office Supplies,South,499.98,2,C1370,Cash
2024-02-08,Mousepad,Accessories,North,19.99,1,C1174,PayPal
2024-02-08,USB Cable,Accessories,North,25.98,2,C1555,Cash
2024-02-08,Mousepad,Accessories,South,39.98,2,C2015,Cash
2024-02-08,Desk Organizer,Office Supplies,West,119.96,4,C2205,Debit Card
2024-02-08,Desk Organizer,Office Supplies,East,29.99,1,C1778,Cash
2024-02-08,Keyboard,Accessories,North,159.98,2,C1338,Cash
2024-02-08,Notebook,Office Supplies,North,19.98,2,C1222,PayPal
2024-02-08,Laptop,Electronics,East,6499.95,5,C1024,Debit Card
2024-02-08,Mouse,Accessories,South,23.74,1,C1339,Debit Card
2024-02-08,Notebook,Office Supplies,West,8.99,1,C1869,PayPal
2024-02-08,Mouse,Accessories,North,24.99,1,C2055,Debit Card
2024-02-08,LED Desk Lamp,Office Supplies,South,183.96,4,C2070,Debit Card
2024-02-08,Ergonomic Chair,Office Supplies,North,249.99,1,C2000,PayPal
2024-02-08,Mousepad,Accessories,North,17.99,1,C1697,PayPal
2024-02-08,Webcam,Electronics,East,161.98,2,C1562,PayPal
2024-02-08,Mouse,Accessories,West,44.98,2,C1995,Credit Card
2024-02-08,USB Cable,Accessories,South,38.97,3,C2413,Debit Card
2024-02-08,USB Cable,Accessories,East,11.69,1,C1584,Debit Card
2024-02-08,Notebook,Office Supplies,North,19.98,2,C2483,Credit Card
2024-02-08,Desk Organizer,Office Supplies,East,26.99,1,C2119,Credit Card
2024-02-08,Desk Organizer,Office Supplies,West,28.49,1,C2175,Debit Card
2024-02-08,Mousepad,Accessories,South,39.98,2,C1781,Credit Card
2024-02-08,USB Cable,Accessories,East,25.98,2,C2331,Credit Card
2024-02-09,USB Cable,Accessories,South,38.97,3,C1465,PayPal
2024-02-09,Monitor,Electronics,East,349.99,1,C2416,Cash
2024-02-09,Desk Organizer,Office Supplies,North,26.99,1,C1174,Debit Card
2024-02-09,Keyboard,Accessories,West,79.99,1,C1338,Credit Card
2024-02-09,Desk Organizer,Office Supplies,South,29.99,1,C2282,PayPal
2024-02-09,Keyboard,Accessories,North,79.99,1,C2231,Credit Card
2024-02-09,Notebook,Office Supplies,East,28.47,3,C1019,PayPal
2024-02-09,Headphones,Electronics,East,151.99,1,C1861,Debit Card
2024-02-09,Power Bank,Accessories,South,319.92,8,C1712,Cash
2024-02-09,USB Cable,Accessories,East,25.98,2,C1679,Cash
2024-02-09,Desk Organizer,Office Supplies,South,119.96,4,C1335,Credit Card
2024-02-09,Tablet,Electronics,West,899.98,2,C2081,Credit Card
2024-02-09,Desk Organizer,Office Supplies,South,26.99,1,C1433,Debit Card
2024-02-09,Headphones,Electronics,West,479.97,3,C2304,Credit Card
2024-02-09,Smartphone,Electronics,East,2399.97,3,C2023,Cash
2024-02-09,Monitor,Electronics,South,332.49,1,C2478,Credit Card
2024-02-09,Ergonomic Chair,Office Supplies,South,749.97,3,C1196,Debit Card
2024-02-09,LED Desk Lamp,Office Supplies,West,45.99,1,C2005,Debit Card
2024-02-09,Laptop,Electronics,North,5849.95,5,C1554,PayPal
2024-02-09,Keyboard,Accessories,South,79.99,1,C1602,Cash
2024-02-09,LED Desk Lamp,Office Supplies,North,91.98,2,C2007,Debit Card
2024-02-09,Keyboard,Accessories,North,159.98,2,C1370,Credit Card
2024-02-09,Headphones,Electronics,East,159.99,1,C1340,Credit Card
2024-02-09,Laptop,Electronics,West,3899.97,3,C2463,Debit Card
2024-02-09,Webcam,Electronics,South,179.98,2,C1221,PayPal
2024-02-09,Desk Organizer,Office Supplies,East,29.99,1,C1330,Credit Card
2024-02-09,Keyboard,Accessories,West,227.97,3,C1310,PayPal
2024-02-09,LED Desk Lamp,Office Supplies,West,91.98,2,C1020,Credit Card
2024-02-09,Power Bank,Accessories,South,39.99,1,C2061,Debit Card
2024-02-09,LED Desk Lamp,Office Supplies,North,87.38,2,C2492,Cash
2024-02-09,Notebook,Office Supplies,West,9.99,1,C1085,Cash
2024-02-09,Ergonomic Chair,Office Supplies,North,499.98,2,C1969,Credit Card
2024-02-09,LED Desk Lamp,Office Supplies,North,45.99,1,C1150,Credit Card
2024-02-09,Tablet,Electronics,West,449.99,1,C1009,Credit Card
2024-02-09,Headphones,Electronics,East,159.99,1,C1543,Debit Card
2024-02-10,Desk Organizer,Office Supplies,North,26.99,1,C1644,PayPal
2024-02-10,Power Bank,Accessories,West,107.97,3,C1666,Debit Card
2024-02-10,Notebook,Office Supplies,North,9.99,1,C2180,Credit Card
2024-02-10,Keyboard,Accessories,West,75.99,1,C2498,Debit Card
2024-02-10,Power Bank,Accessories,West,39.99,1,C1866,Cash
2024-02-10,Ergonomic Chair,Office Supplies,South,237.49,1,C1050,Debit Card
2024-02-10,Keyboard,Accessories,East,79.99,1,C2259,Credit Card
2024-02-10,Desk Organizer,Office Supplies,North,28.49,1,C1865,PayPal
2024-02-10,Notebook,Office Supplies,South,37.96,4,C2326,Cash
2024-02-10,Notebook,Office Supplies,West,9.99,1,C1893,Debit Card
2024-02-10,Desk Organizer,Office Supplies,West,53.98,2,C1730,Cash
2024-02-10,Ergonomic Chair,Office Supplies,East,499.98,2,C1631,PayPal
2024-02-10,LED Desk Lamp,Office Supplies,North,331.13,8,C1653,Debit Card
2024-02-10,Desk Organizer,Office Supplies,North,29.99,1,C2132,Debit Card
2024-02-10,Notebook,Office Supplies,West,9.49,1,C1294,Cash
2024-02-10,Notebook,Office Supplies,West,9.99,1,C1467,PayPal
2024-02-10,Webcam,Electronics,East,89.99,1,C2417,Cash
2024-02-10,Power Bank,Accessories,South,37.99,1,C2494,Credit Card
2024-02-10,Mousepad,Accessories,East,17.99,1,C1947,Cash
2024-02-10,Headphones,Electronics,North,159.99,1,C2436,Debit Card
2024-02-10,Headphones,Electronics,North,639.96,4,C1852,Cash
2024-02-10,Mouse,Accessories,South,24.99,1,C1355,PayPal
2024-02-10,Laptop,Electronics,East,2599.98,2,C1725,Debit Card
2024-02-10,Webcam,Electronics,North,89.99,1,C1515,Cash
2024-02-10,Ergonomic Chair,Office Supplies,North,224.99,1,C1012,Cash
2024-02-10,Mousepad,Accessories,East,18.99,1,C2062,Debit Card
2024-02-10,Webcam,Electronics,South,269.97,3,C2490,Cash
2024-02-10,Ergonomic Chair,Office Supplies,West,499.98,2,C1383,Credit Card
2024-02-10,Power Bank,Accessories,South,79.98,2,C1027,Cash
2024-02-10,Power Bank,Accessories,South,79.98,2,C2457,PayPal
2024-02-10,Desk Organizer,Office Supplies,East,80.97,3,C1270,Debit Card
2024-02-11,USB Cable,Accessories,North,12.99,1,C1128,Cash
2024-02-11,Desk Organizer,Office Supplies,North,53.98,2,C2472,Credit Card
2024-02-11,Notebook,Office Supplies,North,19.98,2,C1905,Cash
2024-02-11,Tablet,Electronics,North,999.98,2,C1741,Debit Card
2024-02-11,Mousepad,Accessories,West,99.95,5,C1458,Credit Card
2024-02-11,Smartphone,Electronics,West,3199.96,4,C1639,Cash
2024-02-11,LED Desk Lamp,Office Supplies,North,87.38,2,C1047,Cash
2024-02-11,Power Bank,Accessories,South,35.99,1,C1535,PayPal
2024-02-11,Power Bank,Accessories,East,319.92,8,C1491,Cash
